id,name,type,address,lat,lng,keywords,description,image_url
773,제주민속촌,spot,,,,문화|역사|폭포|계곡|섬|문화재|가족|실내|주차장|펜션|민박|여관|민속 문화를|가장 제주다운|유사성과 차별성을|전승되는 생활|1890년대를 기준|때로는 부분적으로|꽃과 나무를|새로운,민속은 민족의 얼이다. 시대와 환경에 적응하여 변화하면서 대대로 전승되는 생활 문화이다. 세월이 흐르면서 새로운 요소가 생성되거나 추가되고 또 때로는 부분적으로 소멸되기도 하지만 큰 줄기는 유지되는 것이다. 민속은 주민의 얼과 사상을 담은 구체적 생활 양상이며 기층 문화라 할 수 있을 것이다. 그런 의미에서 제주도민의 민속 문화를 간직하고 있는 제주민속촌은 제주에서 가장 제주다운 곳이라 할 수 있다. 제주민속촌은 조선말인 1890년대를 기준 연대로 삼아 제주특별자치도 전래의 민속자료를 총체적으로 정리하여 전시하고 있다. 제주의 민속 문화가 제대로 보존되어 있으며· 우리의 꽃과 나무를 한눈에 보고· 세계 문화의 유사성과 차별성을 비교해 볼 수 있는 문화 공간이다.,
774,제주민속촌 설날맞이 민속행사,spot,,,,폭포|계곡|가족|감성|문화재|역사|축제|주차장|호텔|펜션|게스트하우스|민박|물론 설날연휴를|분들도 제주민속촌|제주특별자치도 설날|지역도민들은|설날맞이 민속행사|제주도여행을|기분을|분들도,제주특별자치도 설날에 지역도민들은 물론 설날연휴를 이용해서 제주도여행을 오시는 분들도 제주민속촌 설날 민속행사에 참여하여 설날의 기분을 느껴보세요. 제주특별자치도 설날 제주민속촌에서 설날맞이 민속행사 열립니다.,
775,제주베니스랜드,spot,,,,체험|교육|숲|곶자왈|액티비티|아이와함께|실내|카페뷰|야경|드라이브|기타|이탈리아의 베니스에|중요한 교통|인공 숲과|원주민의 생활|폭포 작은|이색|데이트를 즐기기|커피와 디저트,베니스랜드는 수로가 중요한 교통 수단인 이탈리아의 베니스에 착안하며 만든 곤돌라체험파크로 곤돌라를 타고 이색 체험을 할 수 있다. 물길 양 옆에는 인공 숲과 폭포· 작은 정원들이 조성되어 있어 곤돌라는 타고 한 바퀴 타는 동안 곳곳에서 사진을 찍거나 데이트를 즐기기 좋다. 물길은 미로처럼 되어있지만 길이 단순해서 길을 잃을 위험은 없다. 그 밖에 원주민의 생활 방식을 들여다 보고· 옷을 입어보며 체험도 할 수 있는 오지체험관과· 커피와 디저트· 식사를 해결할 수 있는 플로리안카페· 베네치아푸드 등의 부대시설이 마련되어 있다.,
776,제주별빛누리공원,spot,제주특별자치도 제주시 선돌목동길 60,,,체험|교육|폭포|계곡|문화|역사|실내|아이와함께|문화재|액티비티|기타|외부에는 태양계|천체투영실과 관측실|전시실과 4d영상관|문화 공간이다|21세기의 주역인|학습의 장으로|해시계가|꿈과 희망을,제주별빛누리공원은 천체 탐구와 천문 학습의 장으로 활용될 최첨단 천문 우주 과학 시설로써 21세기의 주역인 청소년들에게 무한한 꿈과 희망을 심어줄 과학 문화 공간이다. 내부에는 전시실과 4D영상관· 천체투영실과 관측실 등이 갖춰져 있으며 외부에는 태양계 광장과 해시계가 조성돼 관람객들이 다양한 체험을 할 수 있는 공간으로 만들어졌다.,
777,제주불교성지 순례길 절로 가는길 - 인욕의 길,spot,,,,문화|역사|산|폭포|계곡|문화재|실내|카페뷰|야경|등산|트레킹|호텔|리조트|펜션|게스트하우스|민박|한라산이 하늘에|만들어 한라산|하늘에 은하수를|구름을 만들어|선녀들이 하늘에서|은하수를|높이|나한존자와,나한존자와 발타라존자를 친견하기 위한 길이다. 한라산이 하늘에 은하수를 끌어당길 듯 높이 솟아있고· 정상에 있는 백록담은 옛날부터 선녀들이 하늘에서 내려와 노닐던 곳으로 선녀들이 내려오는 날이면 사방에 구름을 만들어 한라산 자체를 숨겨버렸다고 전해온다.,
778,제주불교성지 순례길 절로 가는길 - 정진의 길,spot,,,,문화|역사|숲|곶자왈|산|문화재|등산|트레킹|실외|실내|액티비티|민박|펜션|산림휴양과|역사를 민끽할|돌아보며 사람들의|찾아나서는|제주특별자치도|나의|3의 아픈|나는 누구인가,제주특별자치도 올레가 해안의 절경과 민가의 소박함을 보여주는 길이라면 한라산둘레길은 밀림 숲속의 비밀의 정원에 숨겨졌던 비경과 역사를 민끽할 수 있는 숲길이다. 이 수려한 경관을 따라 산림휴양과 생태체험· 그리고 일제 강점기와 4·3의 아픈 역사를 돌아보며 옛 사람들의 삶을 돌아보고 '나는 누구인가'하는 나의 참모습을 찾아나서는 길이다.,
779,제주불교성지 순례길 절로 가는길 - 지계의 길,spot,,,,문화|역사|산|등산|트레킹|문화재|실외|실내|펜션|삶의 터전을|민초들이 삶의|민초들의|걷는 길이|등산로이면서 단순히|풍류와 그들이|풀잎처럼|만날,한라산을 향해 걷는 성지순례길은 옛 선인들이 한라산을 올랐던 등산로이면서 단순히 땅위를 걷는 길이 아니라 선인들의 풍류와 그들이 추구했던 삶이 배어 있는 길이며· 민초들이 삶의 터전을 찾아다니던 그런 길이기도 하다. 그러므로 한라산을 향해 수행정진하며 길을 따라 걷다보면 선현들과 풀잎처럼 살다간 민초들의 삶을 몸으로 느끼면서 자연스레 참나의 모습과 만날 수 있는 여정이다.,
780,제주불교성지 순례길 절로가는길 - 선정의 길,spot,제주특별자치도 서귀포시 516로771번길 59,,,도로|드라이브|문화|역사|숲|곶자왈|힐링|문화재|실외|실내|게스트하우스|펜션|호스텔|불교적|휴식과 종교적|햇살이|최적의 제주에서|바다를 보고|숲길이 나오는|푸른 잎으로|느낄,햇살이 내리쬐고 물빛이 반짝이는 바다를 보고· 푸른 잎으로 하늘을 가린 숲길이 나오는 이 길에 들어서면 명상 최적의 섬 제주에서 불교적 명상을 통한 휴식과 종교적 신앙심이 넘쳐남을 느낄 수 있다.,
781,제주불교성지 순례길 절로가는길-보시의길,spot,제주특별자치도 서귀포시 516로771번길 59,,,도로|드라이브|문화|역사|바다|문화재|실내|등산|트레킹|감성|게스트하우스|펜션|불교 역사적테마가|제주역사 속에서|길은 성지순례길|많은 절들이|걷다보면 바다를|수천|중심으로|만날,수천 년 동안 이어져 온 부처님 법을 세상으로 전하는 길이다. 해안가를 중심으로 해서 제주역사 속에서 불교가 어떻게 뿌리내리게 되었는지 그 과정을 추측해 볼 수 있는 불교 역사적테마가 있는 성지순례길이다. 이 길은 성지순례길 가운데 가장 많은 절들이 터를 잡고 있는 길로써 어쩌면 가장 제주다운 절집들과 만날 수 있는 길이기도 하다. 길을 따라 걷다보면 바다를 터전삼에 힘겹게 살아온 제주특별자치도 사람들의 마음에 어떻게 불교가 뿌리내려졌는지 잠작할 수 있다.,
782,제주불빛정원 테마파크,spot,제주특별자치도 제주시 애월읍 평화로 2346,,,도로|드라이브|폭포|계곡|인생샷|SNS|감성|기타|제주불빛정원은 일몰부터|일몰부터 자정까지|인접해 찾아가기도|밤까지 시간을|늦은|도로에|정취를 만끽하는|불빛과 음악,제주불빛정원은 일몰부터 자정까지 밤의 정취를 만끽하는 제주시의 대표적인 야간 명소다. 화려한 불빛과 음악· 분위기 있는 포토존이 어우러져 늦은 밤까지 시간을 보내기 좋다. 또한 제주특별자치도 시내와 가깝고 도로에 인접해 찾아가기도 편하다.,
783,제주샘주 영농조합,spot,제주특별자치도 제주시 애월읍 애원로 283,,,도로|드라이브|문화|역사|폭포|계곡|문화재|기타|제주의 전통문화와|상을 받기도|오메기떡과 감귤을|또한 대한민국|만나볼 1999년부터|품평회에서 7년|꾸준히|전통문화와 청정자연을,제주도 서쪽에는 제주를 대표하는 오메기떡과 감귤을 술로 만나볼 수 있다. 1999년부터 꾸준히 술을 빚어온 제주샘주는 제주의 전통문화와 청정자연을 담아 술을 빚고 있다. 또한 대한민국 우리 술 품평회에서 7년 연속 상을 받기도 했다.,
784,제주성지,spot,제주특별자치도 제주시 오현길 61,,,문화|역사|바다|폭포|계곡|문화재|실내|게스트하우스|펜션|일제강점기인 1925년부터|복원되어 제주도의|보존상태가 좋지못한|남수각부분이 150여미터|쌓았던 것을|돌을|중심지역을|앞바다를,축성연대는 정확히 알 수 없으나 조선 초기에 처음 쌓은 것은 아니고· 탐라국 당시 쌓았던 것을 고려 때 왜구 방어용으로 보수하여 사용했던 것으로 추정되며 현재는 일부인 남수각부분이 150여미터 정도 복원되어 있다. 제주도의 중심지역을 지켰던 이곳이 보존상태가 좋지못한 것은·일제강점기인 1925년부터 1928년 사이에 건입동 포구 앞바다를 매립할 때 성곽의 돌을 매립골재로 사용하면서 크게 훼손되었기 때문이라고 한다.,
785,제주세계자연유산센터,spot,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),,,도로|드라이브|동굴|용암동|산|실내|등산|트레킹|실외|문화재|역사|기타|제주세계자연유산센터는 유네스코|천연보호구역|미래의 자연유산|것들이 세계적으로|제주도는|유산으로 선정된|생성된 용암동굴|면적의 10,제주도는 2007년 우리나라 최초로 '제주특별자치도 화산섬과 용암동굴'이라는 이름으로 세계자연유산에 등재되었다. 제주특별자치도 전체 면적의 약 10%정도에 해당하는 지역이며· 한라산 천연보호구역· 성산일출봉· 거문오름 용암돌굴계이다. 제주세계자연유산센터는 유네스코 세계자연유산으로서 제주의 가치를 관리하고 보전하기 위한 시설이다. 제주가 유네스코 세계자연유산이라는 건 알고 있지만· 정확히 어떤 것들이 세계적으로 지켜내야 유산으로 선정된 것인지 알고 싶다면· 이 곳에서 어렵지 않게 알아 볼 수 있다. 화산 활동을 통해 생성된 제주· 용암동굴· 한라산의 다양한 식생· 용암동굴· 미래의 자연유산 등 제주특별자치도 자연의 숨결을 느끼고 경험해볼 수 있다. 진정한 제주의 가치를 알고· 보존해야 할 의무를 가진 우리들이 방문해 볼 만한 전시관이다.,
786,제주센트럴파크,spot,제주특별자치도 제주시 조천읍 비자림로 606,,,도로|드라이브|체험|교육|문화|역사|문화재|실내|아이와함께|액티비티|기타|관람과 복합문화예술체험|청소년들에게는 세계문화유산의|제주센트럴파크|100여점의 미니어처들은|관람객들에게는 짧은|건축물과|해외여행을 선호하는|자라나는 청소년들에게는,제주센트럴파크(구·미니랜드)는 세계 유명 건축물과 문화유산을 축소하여 전시하고 있는 우리나라 최초의 미니어처테마파크이다. 전시되어 있는 100여점의 미니어처들은 크기만 다를 뿐 실물과 똑같은 모양을 가지고 있다. 자라나는 청소년들에게는 세계문화유산의 관람과 복합문화예술체험 장소로· 해외여행을 선호하는 관람객들에게는 짧은 시간에 세계 일주의 즐거움을 만끽 할 수 있는 경험을 선사한다. 직접 꾸미고 표현하여 세상에 단 하나 밖에 없는 나만의 작품을 만들어 보는 체험도 제공하고 있다.,
787,제주스카이워터쇼,spot,제주특별자치도 제주시 구좌읍 번영로 2172-80,,,도로|드라이브|숲|곶자왈|실내|아이와함께|가족|실외|감성|기타|더운 여름이라도|사라지는 기분이|곳이라 만족스러웠어요|실내관광지라서 더운|가볼만한 곳이라|어르신이나 아이들과|분수쇼와 화려함이|제주도,제주도 실내관광지라서 더운 여름이라도 분수쇼와 화려함이 가미된 서커스를 보고 나면 더위도 싹 사라지는 기분이 들 정도로 시원함도 느낄수 있었고 어르신이나 아이들과 함께 가볼만한 곳이라 만족스러웠어요.,
788,제주시 충혼묘지 4.3추모비(박진경 추도비),spot,제주특별자치도 제주시 오현길 61,,,문화|역사|도로|드라이브|산|가족|문화재|캠핑|차박|실내|주차장|리조트|펜션|게스트하우스|일제시대 일본군의|그는 부임하자마자|민간인에게|그는 무고한|충혼묘지에는|초토화 작전을|6천명의|3발발,제주시 충혼묘지에는 제주도민에게 잘 알려진 박진경 대령 추도비가 세워져 있다. 그는 일제시대 일본군의 제주도 방어기지 구축에 참여한 경험으로 제주도의 지리를 잘안다는 사실 때문에 4·3발발 후 진압군 제 9연대장으로 제주도에 부임한다. 당시 그가 부임할 때는 김익렬 9연대장이 민간인에게 총을 겨누는 초토화 작전을 거부했다는 이유로 전출 당한 직후였다. 그는 부임하자마자 미육군 사령관의 명령에 따라 강경진압작전으로 일관한다. 작전구역내 통행자는 전부 사살할 것· 중산간 부락에 대해서는 고립화· 포위작전을 전개할 것 등 박진경의 명령에 의해 폭도 색출작전 이 전개됐다. 그때부터 무고한 제주도민들은 빨갱이· 빨갱이 가족이라는 명분으로 무차별 사살되었다. 그가 부임한지 한달만에 6천명의 제주도민의 폭도로 체포되었다. 그는 무고한 제주도민을 빨갱이로 몰아 살해 하였다.,
789,제주시서문시장,spot,제주특별자치도 제주시 서문로4길 132,,,도로|드라이브|산|웰니스|스파|가족|카페뷰|야경|감성|시장|관리사무소|주차장|공중화장실|펜션|관광호텔|재래시장이다|1층에는 음식점|서문시장은 제주특별자치도|옷가게와 포목점|제주특별자치도 서부지역을|38개가 건물|서부지역을 대표하는|들어서 주요,서문시장은 제주특별자치도 서부지역을 대표하는 재래시장이다. 지하 1층·지상 4층의 주상복합건물로 1층에는 음식점·잡화점·과일가게 등 점포 44개· 2층에는 옷가게와 포목점 등 점포 38개가 있다. 건물 밖으로 간이 점포가 들어서 있다. 주요 거래품목은 농·축산물과 의류·포목·잡화로· 식당도 여럿 있다.,
790,제주신화전설탐방로,spot,제주특별자치도 서귀포시 안덕면 녹차분재로 218,,,도로|드라이브|숲|곶자왈|폭포|계곡|실외|등산|트레킹|기타|곶자왈 숲길과|제주신화전설탐방로|제주신화전설탐방로 신나락|뜻으로|신과 사람이|즐거워|뜻으로 길이|탐방로이다,제주신화전설탐방로 ‘신나락 만나락’은 ‘신과 사람이 만나 함께 즐거워 한다’는 뜻으로 총 길이 3.2㎞의 곶자왈 숲길과 돌담길로 이뤄진 탐방로이다.,
791,제주씨월드,spot,제주특별자치도 서귀포시 성산읍 성산등용로 112-7,,,도로|드라이브|바다|섬|기타|성산포항에서 해저잠수함|해저잠수함|해저잠수함 선착장까지|타고 바다|감상한 잠수함을|이동거리가 500m로|해상비경|밑으로 내려간다,제주씨월드 우도잠수함은 성산포항에서 해저잠수함 선착장까지 이동한다. 유람선을 타고 우도 해상비경 및 성산일출봉을 감상한 후· 잠수함을 타고 바다 밑으로 내려간다. 이동거리가 500m로 국내 최대를 자랑한다.,
792,제주아리랑 NEW 혼,spot,,,,문화|역사|폭포|계곡|가족|문화재|감성|예술|주차장|게스트하우스|펜션|한국문화요소 간의|다양한 한국문화요소|무대에서 한국의|한국의 전통적이고|문화의 단면들이|전통적이고 독특한|바로 다양한|무대에서,이 공연의 주제의식은 바로 '다양한 한국문화요소 간의 조우'다. 한 편의 서사시 같은 무대에서 한국의 전통적이고 독특한 문화의 단면들이 융합된다.,
793,제주아트서커스,spot,제주특별자치도 서귀포시 안덕면 동광로 214,,,도로|드라이브|숲|곶자왈|실내|문화재|역사|카페뷰|야경|기타|중국에서도 인정받는|서커스월드는 국제서커스대회|중국에서도|최고의 기예|최고의 공연을|단원들이 국내|선정된 종목을|인정받는,서커스월드는 국제서커스대회 우수작으로 선정된 종목을 엄선하여 최고의 공연을 선보인다. 중국에서도 인정받는 최고의 기예 단원들이 국내 최고의 공연을 선보인다.,
794,제주아트센터,spot,,,,폭포|계곡|체험|교육|웰니스|스파|가족|실내|예술|주차장|호텔|호스텔|게스트하우스|모텔|오페라|오케스트라피트 66석|제주특별자치도 최대규모의|2층 객석|공간환경과 쾌적한|객석 모두|연극 무용|66석,제주아트센터는 총1·184석의 제주특별자치도 최대규모의 대극장을 소유한다. 1· 2층 객석 모두 동일한 공간환경과 쾌적한 원음을 청취할 수 있도록 한다. 그 외 승강무대· 회전무대· 오케스트라피트(66석)가 마련되어 기악· 합창· 연극· 무용· 오페라· 뮤지컬 등 어떠한 장르도 완벽히 소화할 수 있다.,
795,제주양떼목장,spot,제주특별자치도 제주시 애월읍 도치돌길 289-13,,,폭포|계곡|습지|호수|반려동물|기타|뛰놀며 염소도|잔디밭에서는 토끼가|말과 사슴|사람과 동물이|가축을 제외하면|잔디밭에서는|열린 형태여서|모든,제주양떼목장은 울타리가 없다. 양떼가 사람들 사이를 지나가고· 잔디밭에서는 토끼가 뛰놀며 염소도 보인다. 말과 사슴 등 몇 가축을 제외하면 목장 안 모든 공간이 열린 형태여서 사람과 동물이 뒤섞인 진귀한 풍경을 볼 수 있다.,
796,제주여가마을,spot,제주특별자치도 제주시 조천읍 조와로 360,,,도로|드라이브|폭포|계곡|체험|교육|힐링|아이와함께|액티비티|문화재|역사|기타|준비돼 제주여가마을|제주특별자치도 플랫폼|구축사업의|세계중요농업유산인|조천읍 와흘리에|플랫폼|동쪽 조천읍,제주여가마을은 제주시 동쪽 조천읍 와흘리에 위치한다. 자신만의 쉬는 법· 노는 법을 터득해 갈 수 있는 체험이 준비돼 있다. 제주여가마을 본부가 있는 ‘와흘리’는 세계중요농업유산인 제주밭담을 잘 보존하여· 힐링 제주특별자치도 플랫폼 구축사업의 거점마을로 선정됐다.,
797,제주예촌,spot,,,,문화|역사|폭포|계곡|실내|문화재|기타|제주특별자치도 문화|생산한다 실내|다양한 천연도기를|천연 빛깔이|유일한 도기를|전시된|나는 세계|역사를 배울,제주도예촌에서는 돌로 축조된 제주전통 가마 '석요'에서 유약을 칠하지 않고 구워 천연 빛깔이 나는 세계 유일한 도기를 생산한다. 실내·외에 전시된 다양한 천연도기를 볼 수 있고· 제주특별자치도 문화· 역사를 배울 수 있다.,
798,제주오라 청보리&유채꽃 축제,spot,,,,산|바다|섬|실외|카페뷰|야경|등산|트레킹|축제|관광호텔|펜션|제주앞바다가 보인다|청보리 축제가|풍경을|봄마다 청보리|위로는 한라산이|보인다 봄마다|청보리|보인다,오라동에서 위로는 한라산이 보이고 아래로는 제주시와 제주앞바다가 보인다. 봄마다 청보리 축제가 열린다. 장터나 행사가 진행되지 않지만· 아름다운 풍경을 자랑한다.,
799,제주오렌지,spot,제주특별자치도 서귀포시 남원읍 서성로 684-5,,,도로|드라이브|체험|교육|산|문화재|역사|액티비티|아이와함께|감성|기타|초콜릿을 만드는|하나인 감귤초콜릿을|만드는 체험도|관광기념품|포장과정을|제주의 대표적|대표적|생산,제주오렌지'는 제주의 대표적 관광기념품 중 하나인 감귤초콜릿을 개발하고 생산한다. 초콜릿의 생산· 포장과정을 확인하고· 시식하거나 구매할 수 있다. 초콜릿을 만드는 체험도 간단히 할 수 있다.,
800,제주올레 10-1코스,spot,제주특별자치도 서귀포시 대정읍 가파로 243,,,도로|드라이브|바다|섬|가족|등산|트레킹|올레코스|공중화장실|휠체어구간|펜션|민박|코스로 3km이고|하동포구까지 이어지는|제주특별자치도 올레|1코스는 가파도의|제주특별자치도|난도는 낮은|올레 10|가파도의,제주특별자치도 올레 10-1코스는 가파도의 상동포구부터 하동포구까지 이어지는 코스로 약 4.3km이고 난도는 낮은 편이다.,
801,제주올레 10코스,spot,제주특별자치도 서귀포시 안덕면 화순해안로 85,,,바다|도로|드라이브|산|가족|실외|등산|트레킹|올레코스|공식안내소|공중화장실(8동)|휠체어구간|모텔|게스트하우스|민박|10코스는 화순금모래해변에서|하모체육공원까지|17 3km로|탐방로가 지정되었다|습지|5시간이 걸린다|훼손과 안전|가장 인기가,제주특별자치도 올레 10코스는 화순금모래해변에서 시작해 하모체육공원까지 이어진다. 총 17.3km로 약 4~5시간이 걸린다. 올레코스 중 가장 인기가 많은 만큼 곳곳의 훼손이 심해 한동안 닫혔었다. 자연 훼손과 안전 문제로 황우치 해변 대신 산방산 둘레길과 습지 등이 포함된 대체 탐방로가 지정되었다.,
802,제주올레 11코스,spot,,,,체험|교육|습지|호수|폭포|계곡|가족|액티비티|문화재|역사|아이와함께|등산|트레킹|올레코스|공중화장실(7동)|안내소|민박|펜션|홍마트와 하모체육공원|11코스는 하모체육공원부터|17 8km|길이로 6시간|무릉생태학교 까지|서귀포시외버스터미널에서 202번을|타고|150,제주특별자치도 올레 11코스는 하모체육공원부터 제주자연생태문화체험골(무릉생태학교)까지 이어진다. 약 17.8km 길이로 5~6시간 소요된다. 근대사와 현대사가 녹아 있다. 시작점은 제주버스터미널에서 150-1번을 타고 하모체육공원에 하차하여 홍마트와 하모체육공원 사이 골목에 있다. 서귀포에서는 서귀포시외버스터미널에서 202번을 타고 하모3리 정류장에 하차하면 갈 수 있다.,
803,제주올레 1-1코스,spot,,,,섬|폭포|계곡|도로|드라이브|가족|올레코스|안내소|공중화장실(8동)|펜션|게스트하우스|민박|5km로|5시간이 걸린다|교통이 복잡해|제주올레 1코스는|걷기|사고에 주의해야|하우목동항|1코스는 11,제주올레 1-1코스는 총 11.5km로 도보로는 4~5시간이 걸린다. 하우목동항 또는 천진항에서 시작해 우도를 한 바퀴 돈다. 전체적으로 큰 굴곡이 없어 걷기 좋지만 우도에 교통이 복잡해 사고에 주의해야 한다.,
804,제주올레 12코스,spot,,,,체험|교육|가족|아이와함께|액티비티|실내|등산|트레킹|올레코스|공중화장실(9동)|구급함|안내소|펜션|게스트하우스|체험학습도 진행된다|17 1km|6시간이 소요된다|12코스는 제주자연생태문화체험골|지역주민들을|입구에서부터 용수포구|이어진다 17|절부암,제주올레 12코스는 제주자연생태문화체험골 입구에서부터 용수포구 절부암 앞까지 이어진다. 17.1km 길로 약 5~6시간이 소요된다. 폐교에서 도예관으로 변신한 산경도예에서 도자기와 작품을 구경할 수 있다. 지역주민들을 위한 교육과 체험학습도 진행된다.,
805,제주올레 13코스,spot,,,,산|바다|폭포|계곡|가족|등산|트레킹|드라이브|올레코스|공중화장실(3동)|구급함|안내소|펜션|게스트하우스|8km의 길로|한라산을|시작하여 저지예술정보화마을까지|13코스는 용수포구|바다에서|서부|5시간|절부암,제주올레 13코스는 용수포구 절부암 앞에서 시작하여 저지예술정보화마을까지 이어진 14.8km의 길로 약 4~5시간 소요되며· 바다에서 시작하지만 한라산을 향하며 제주특별자치도 서부 깊숙한 곳까지 이른다.,
806,제주올레 14-1코스,spot,,,,숲|곶자왈|폭포|계곡|섬|가족|드라이브|실외|등산|트레킹|올레코스|공식안내소|공중화장실(3동)|호텔|리조트|펜션|17km의 길로|버스정류장까지 이어지며|제주특별자치도|식당이나 상점도|사용을 추천한다|6시간|물이나 간식을|예술 정보화,제주특별자치도 올레 14-1코스는 저지 예술 정보화 마을부터 인향동 버스정류장까지 이어지며· 약 17km의 길로 5~6시간 정도 소요된다. 곶자왈에서 길을 잃으면 위험하기 때문에 표식을 놓치지 않도록 주의해야 한다. 또한 코스에 인가가 없으므로 두 명 이상이 함께 다니는 것이 좋고· 식당이나 상점도 없어 미리 물이나 간식을 준비해야 한다. 제주여행 지킴이단말기 사용을 추천한다.,
807,제주올레 14코스,spot,,,,폭포|계곡|숲|곶자왈|가족|드라이브|등산|트레킹|올레코스|공중화장실(6동)|구급함|안내소|민박|펜션|9km의 길로|마을부터 한림항까지|제주어다|푸른 밭과|정보화 마을부터|이어지며 18|7시간|예술 정보화,제주올레14코스는 저지 예술 정보화 마을부터 한림항까지 이어지며· 약 18.9km의 길로 6~7시간 정도 소요된다. 중간에 '오시록헌 농로'에 도착한다. ‘오시록헌’은 아늑하다는 뜻의 제주어다. 끝없이 펼쳐지는 푸른 밭과 돌담들을 보면 그 뜻을 느낄 수 있다.,
808,제주올레 15-A코스,spot,,,,바다|섬|폭포|계곡|가족|카페뷰|야경|커플|인생샷|SNS|드라이브|올레코스|공식안내소|공중화장실(4동)|구급함|리조트|호스텔|펜션|민박|19 2km의|소요된다 바다에서|led조명의 연꽃들이|해질녘|6시간이 소요된다|많은|설문대할망이 소원을|매일,제주올레 15-A코스는 한림항부터 고내포구 우주물 앞까지 이어지며· 19.2km의 길로 약 5~6시간이 소요된다. 바다에서 시작해 다시 바다로 끝나는 코스다. 한림항을 지나 섬 안쪽으로 가면 선운정사가 나온다. 선운정사에 설문대할망이 소원을 들어준다는 소원석도 있고· 매일 일몰 후 빛마루축제가 열린다. 해질녘 사찰과 나무· 탑 등 곳곳을 비추는 등불과 LED조명의 연꽃들이 만들어내는 특별한 야경을 보러 많은 관광객이 찾아온다.,
809,제주올레 15-B코스,spot,제주특별자치도 제주시 한림읍 한림해안로 192,,,바다|도로|드라이브|폭포|계곡|실외|가족|올레코스|공식안내소|공중화장실|구급함|리조트|펜션|게스트하우스|민박|13 5km의|15 b코스는|올레15코스가 15|기존의 올레15코스가|5시간|b코스는 한림항도선대합실에서|새로|올레,기존의 올레15코스가 15-A코스로 변경되고· 15-B코스가 새로 개장하였다. 올레 15-B코스는 한림항도선대합실에서 고내포구까지 이어진 13.5km의 올레길로 약 5시간 소요된다.,
810,제주올레 16코스,spot,,,,바다|산|폭포|계곡|가족|드라이브|등산|트레킹|올레코스|공중화장실(6동)|구급함|안내소|펜션|호텔|15 7km의|16코스는 고내포구에서부터|7km의 길이다|길이다 시작점과|이어져있는 15|코스|시작점과 종점|항파두리에서 올레,제주올레 16코스는 고내포구에서부터 광령1리 사무소까지 이어져있는 15.7km의 길이다. 시작점과 종점· 그리고 코스 중간의 항파두리에서 올레 스탬프를 찍을 수 있다. 신엄리의 '해안단애산책로'도 16코스의 일부이다.,
811,제주올레 17코스,spot,,,,바다|산|폭포|계곡|가족|실외|드라이브|올레코스|공중화장실(12동)|구급함|안내소|게스트하우스|펜션|17 9km가|거리가 17|17코스는 제주특별자치도|해변의 바닷길과|거리가|시내를|7시간|비교적 완만한,올레 17코스는 제주특별자치도 시내를 기점으로 하며 총 거리가 17.9km가 된다. 약 6~7시간 걸리며 난도는 ‘중’에 해당한다. 중간에 이호 테우 해변의 바닷길과 도두봉의 산길을 품고 있는 비교적 완만한 길이다. 광령리 사무소를 시작으로 외도 일대가 포함된다.,
812,제주올레 18-1코스,spot,,,,산|가족|등산|트레킹|올레코스|공식안내소|공중화장실(5동)|구급함|펜션|민박|여관|18 2km의|걷는 코스가|어려운 코스이다|둘러보기 어려운|산과|8시간|바로 18|꼼꼼히,추자도 안에서 걷는 코스가 바로 18-1코스이다. 약 18.2km의 거리로 약 8시간 정도가 걸리고 산과 절벽이 있는 코스이기 때문에 1박을 하지 않고는 모두 꼼꼼히 둘러보기 어려운 코스이다.,
813,제주올레 18코스,spot,,,,산|숲|곶자왈|폭포|계곡|가족|등산|트레킹|실외|감성|올레코스|공식안내소|족은안내소|공중화장실(9동)|구급함|호텔|펜션|게스트하우스|민박|곶자왈 마을|풍경이 풍성하다|함덕 북촌|길에서|오르는|쉬어가듯|풍성하다|바다,제주올레 18코스인 '조천-김녕 올레'는 만세동산을 시작으로 신흥· 함덕· 북촌· 동복을 거쳐 김녕으로 이어진다. 바다· 오름· 곶자왈· 마을· 밭 등 풍경이 풍성하다. 서우봉 오르는 길에서 쉬어가듯 가면 모든 구간이 무난한 편이다.,
814,제주올레 19코스,spot,,,,산|숲|곶자왈|폭포|계곡|가족|등산|트레킹|실외|감성|올레코스|공식안내소|공중화장실(8동)|호텔|펜션|게스트하우스|민박|곶자왈 마을|풍경이 풍성하다|함덕 북촌|길에서|오르는|쉬어가듯|풍성하다|바다,제주올레 19코스인 '조천-김녕 올레'는 만세동산을 시작으로 신흥· 함덕· 북촌· 동복을 거쳐 김녕으로 이어진다. 바다· 오름· 곶자왈· 마을· 밭 등 풍경이 풍성하다. 서우봉 오르는 길에서 쉬어가듯 가면 모든 구간이 무난한 편이다.,
815,제주올레 1코스,spot,,,,바다|산|폭포|계곡|가족|실외|등산|트레킹|드라이브|올레코스|공식안내소|공중화장실(5동)|휠체어구간|구급함|호텔|리조트|펜션|게스트하우스|민박|6km의 코스로|1코스는 시흥초등학교를|5시간이 소요된다|바다가|제주시외버스터미널에서 201번을|타고|시작점에|이르는 14,제주올레 1코스는 시흥초등학교를 시작으로 광치기해변에 이르는 약 14.6km의 코스로· 약 4~5시간이 소요된다. 오름과 바다가 이어지기에 ‘오름-바당 올레’라 부른다. 제주시외버스터미널에서 201번을 타고 시흥리정류소에서 하차하면 시작점에 도착한다.,
